"Year","Major_Name","perc_Men","perc_Women","perc_American","perc_Total"
12,"Dance ",13,87,98.1,0.126
12,"E Asian Languages & Cultures ",39.8,60.2,72,0.217
12,"Early Childhood Education ",3.33,96.7,96.7,0.07
12,"Earth Systems, Env, & Society ",55.6,44.4,97.2,0.0839
12,"Earth, Soc, Env Sustainability ",57.4,41,91.8,0.142
12,"Earth, Society, & Environment ",55.1,44.9,89.8,0.114
12,"East Asian Studies ",16.7,83.3,16.7,0.014
12,"Ecol, Evol, Conservation Biol ",32.3,67.7,96.8,0.0723
12,"Economics ",66.7,33.3,42.1,2.26
12,"Ed Organization and Leadership ",35.9,64.1,98.2,0.396
12,"Educ Voc Tech ",0,100,100,0.00233
12,"Education ",0,100,100,0.00233
12,"Educational Policy Studies ",41,59,90.7,0.375
12,"Educational Psychology ",25.4,74.6,60.6,0.166
12,"Electrical & Computer Engr ",86.7,13.3,41.9,1.1
12,"Electrical Engineering ",87.8,12.2,63.5,2.71
12,"Elementary Education ",8.15,91.9,97,0.63
12,"Engineering Mechanics ",90.2,9.84,76.2,0.284
12,"Engineering Physics ",89.3,10.7,87,0.413
12,"Engineering Undesignated ",0,100,0,0.00233
12,"English ",31,68.8,97.4,1.46
12,"Entomology ",41.7,58.3,72.2,0.0839
12,"Environ Engr in Civil Engr ",48.4,51.6,48.4,0.212
12,"Environ Science in Civil Engr ",42.9,57.1,42.9,0.0163
12,"European Union Studies ",50,50,100,0.0187
12,"Finance ",64.6,35.4,62.4,1.53
12,"Financial Engineering ",67,33,19,0.233
12,"Food Science & Human Nutrition ",23.4,76.6,79.3,1.21
12,"French ",28.1,71.9,81.2,0.149
12,"Gender and Women's Studies ",27.3,72.7,100,0.0257
12,"General Curriculum ",59.5,40.5,97.6,0.0979
12,"General Engineering ",73.4,26.6,88.3,0.858
12,"Geography ",72.4,27.6,72.4,0.135
12,"Geology ",58.9,41.1,86.3,0.17
12,"German ",41.2,58.8,58.8,0.0396
12,"Germanic Lang & Lit ",43.8,56.2,100,0.0373
12,"Global Studies ",26.5,73.5,92.9,0.625
12,"Graphic Design ",35.5,64.5,97.4,0.177
12,"Health ",26.8,73.2,100,0.357
12,"History ",60.5,39.1,95.5,1.09
12,"History of Art ",8.82,91.2,82.4,0.0793
12,"Horticulture ",61.8,38.2,100,0.0793
12,"Human & Community Development ",20,80,100,0.0583
12,"Human Development & Family St ",8.89,91.1,98.7,0.525
12,"Human Res & Industrial Rels ",33.3,66.7,69.7,0.455
12,"Human Resource Education ",35.7,64.3,46.4,0.131
12,"Individual Plans of Study ",50,50,75,0.00933
12,"Industrial Design ",50,50,74.5,0.257
12,"Industrial Engineering ",76.9,23.1,54.5,0.625
12,"Informatics ",100,0,50,0.0326
12,"Information Sys & Info Tech ",82.4,17.6,97.1,0.0793
12,"Instrumental Music ",46.7,53.3,90.7,0.175
12,"Integrative Biology ",40.2,59.8,97.1,1.03
12,"Interdisciplinary ",0,100,100,0.00933
12,"International Studies ",50,50,66.7,0.014
12,"Italian ",42.9,57.1,85.7,0.0163
12,"Jazz Performance ",90.9,9.09,100,0.0513
12,"Journalism ",81.8,18.2,63.6,0.0257
12,"Kinesiology ",43,57,95.1,1.48
12,"Landscape Architecture ",44.2,55.8,58.4,0.264
12,"LAS - Undeclared ",32.6,67.4,99.4,0.415
12,"Latin American Studies ",27.3,72.7,90.9,0.0257
12,"Latina/Latino Studies ",33.3,66.7,100,0.014
12,"Law ",52.9,47.1,77.9,1.75
12,"Library & Information Science ",28.1,71.9,91.7,0.73
12,"Linguistics ",33.3,66.7,73.3,0.245
12,"Management ",45,55,94.6,0.259
12,"Marketing ",36.4,63.6,94.4,0.462
12,"Materials Science & Engr ",75.8,24.2,65.8,1.33
12,"Math & Computer Science ",82.6,17.4,62.8,0.201
12,"Mathematics ",63.5,36.5,55.1,1.43
12,"Mechanical Engineering ",86.1,13.8,70.4,2.59
12,"Media and Cinema Studies ",50,49.1,92.1,0.266
12,"Media Studies ",0,100,100,0.00466
12,"Microbiology ",42.4,57.6,67.8,0.138
12,"Molecular & Integrative Physi ",50,50,68.8,0.0373
12,"Molecular and Cellular Biology ",51.1,48.9,95.1,2.6
12,"Molecular&Cell Bio-undeclared ",39.4,60.6,51.5,0.077
12,"Music ",48,51.7,59.3,0.767
12,"Music Composition ",100,0,100,0.0117
12,"Music Education ",46.4,53.6,100,0.387
12,"Music History ",33.3,66.7,100,0.007
12,"Musicology ",52.6,47.4,84.2,0.0443
12,"Natural Res & Env Sciences ",66.2,33.8,80,0.187
12,"Natural Resrcs & Environ Sci ",52.3,47.7,86.7,0.562
12,"Neuroscience ",49.1,50.9,80,0.128
12,"New Media ",44.4,55.6,94.4,0.042
12,"News-Editorial ",29.2,70.8,95.8,0.392
12,"Nondegree-CE ",28.1,71.9,100,0.133
12,"Nuclear Engineering ",80.8,19.2,73.1,0.0606
12,"Nuclear, Plasma, Radiolgc Engr ",87.9,12.1,80.5,0.539
12,"Nutritional Sciences ",28.9,71.1,81.6,0.0886
12,"Open Studies ",25,75,100,0.00933
12,"Painting ",31.6,68.4,92.1,0.0886
12,"Philosophy ",72.5,26.7,96.7,0.28
12,"Photography ",37.5,62.5,100,0.0746
12,"Physics ",86.5,13.5,62.4,1.26
12,"Plant Biology ",48.8,51.2,81.4,0.1
12,"Political Science ",64,35.9,94.5,1.75
12,"Portuguese ",25,75,50,0.00933
12,"Pre-Early Chld/Elem Ed/Spec Ed ",5.77,94.2,98.8,0.606
12,"Professional Pilot ",88.9,11.1,100,0.021
12,"Psychology ",30,70,89.7,3.24
12,"Public Health ",25,75,93.8,0.0746
12,"Recreation, Sport, and Tourism ",61,39,91.1,0.86
12,"Regional Planning ",61.9,38.1,42.9,0.049
12,"Rehabilitation ",20,80,100,0.0117
12,"Religion ",65,35,95,0.0466
12,"Religious Studies ",50,50,100,0.00466
12,"Rhetoric ",37.6,62.4,98.9,0.217
12,"Russian & E European Studies ",0,100,100,0.00233
12,"Russian Lang & Literature ",40,60,80,0.0117
12,"Russian, E Eur, Eurasian St ",50,50,100,0.014
12,"Sculpture ",25,75,100,0.0187
12,"Secondary & Continuing Educ ",23.5,76.5,52.9,0.0396
12,"Secondary Education ",56.2,43.8,100,0.0373
12,"Slavic Languages & Literature ",12.5,87.5,68.8,0.0373
12,"Social Work ",13.5,86.5,95.5,0.828
12,"Sociology ",37.6,62.4,87.6,0.658
12,"Spanish ",25,75,90.4,0.438
12,"Special Education ",11.6,88.4,97.3,0.343
12,"Speech & Hearing Science ",3.15,96.9,98.2,0.888
12,"Speech Communication ",100,0,83.3,0.014
12,"Statistics ",62.2,37.8,48.1,0.63
12,"Statistics & Computer Science ",70,30,55,0.0466
12,"Supply Chain Management ",56.9,43.1,96.6,0.135
12,"Systems & Entrepreneurial Engr ",70,30,60,0.0466
12,"Taxation ",25.8,74.2,93.5,0.0723
12,"Teaching of Chemistry ",50,50,100,0.00466
12,"Teaching of English Sec Lang ",18.4,81.6,59.2,0.114
12,"Teaching of French ",0,100,100,0.0187
12,"Teaching of German ",0,100,100,0.00233
12,"Teaching of Mathematics ",100,0,100,0.007
12,"Teaching of Physics ",0,100,100,0.00233
12,"Teaching of Spanish ",16.7,83.3,100,0.042
12,"Technical Systems Management ",91.1,8.88,92.1,0.499
12,"Technology Management ",67.6,32.4,26.5,0.238
12,"Theatre ",46.2,53.8,94.4,0.455
12,"Theoretical & Applied Mechans ",76.5,23.5,41.2,0.119
12,"Undeclared ",58.9,41.1,91,6.92
12,"Urban Planning ",53.8,46.2,74.8,0.333
12,"Veterinary Medicine ",20,79.6,100,1.13
12,"VMS - Comparative Biosciences ",38.5,61.5,76.9,0.0303
12,"VMS - Pathobiology ",41.7,58.3,83.3,0.028
12,"VMS - Veterinary Pathobiology ",83.3,16.7,66.7,0.014
12,"VMS-Veterinary Clinical Medcne ",30.8,69.2,100,0.0606
12,"Voice ",17.6,82.4,97.1,0.0793
